title,douban_link
魔法使的新娘 第二季 魔法使いの嫁 SEASON2,https://movie.douban.com/subject/36086066/
白鸟谷,https://movie.douban.com/subject/27017321/
再造人卡辛 キャシャーンSins,https://movie.douban.com/subject/2063915/
瓦尼塔斯的笔记 第二季 ヴァニタスの手記 第2クール,https://movie.douban.com/subject/35603017/
美食大冒险 第二季,https://movie.douban.com/subject/25927480/
天降之物F そらのおとしものf,https://movie.douban.com/subject/4845427/
晚安世界 グッド・ナイト・ワールド,https://movie.douban.com/subject/36497736/
少年骇客：全面进化 第一季 Ben 10: Omniverse Season 1,https://movie.douban.com/subject/11586598/
傀儡公主 からくりの君,https://movie.douban.com/subject/3182413/
史迪仔！ スティッチ！,https://movie.douban.com/subject/3866612/
关于完全听不懂老公在说什么的事 第二季 旦那が何を言っているかわからない件 2スレ目,https://movie.douban.com/subject/26290080/
游戏王剧场版：光之金字塔 遊☆戯☆王デュエルモンスターズ 光のピラミッド,https://movie.douban.com/subject/1309137/
秘密 秘密：Top Secret - The Revelation,https://movie.douban.com/subject/3003219/
妖幻三重奏 あやかしトライアングル,https://movie.douban.com/subject/35700770/
间谍过家家 第三季 SPY×FAMILY Season 3,https://movie.douban.com/subject/36700483/
婚纱小天使 愛天使伝説ウェディングピーチ,https://movie.douban.com/subject/2127381/
恶魔阿萨谢尔在召唤你 OAD3 路西法篇 よんでますよ、アザゼルさん。 ルシファー編,https://movie.douban.com/subject/10767534/
神澜奇域无双珠Ⅱ,https://movie.douban.com/subject/36191209/
樱花任务 サクラクエスト,https://movie.douban.com/subject/26930507/
龙王子 第三季 The Dragon Prince Season 3,https://movie.douban.com/subject/34882979/
机动战士V高达 機動戦士Vガンダム,https://movie.douban.com/subject/1766588/
纤细的爱情 センシティブ・ポルノグラフ,https://movie.douban.com/subject/4236821/
尽管如此世界依然美丽 それでも世界は美しい,https://movie.douban.com/subject/25811384/
织田信奈的野望 織田信奈の野望,https://movie.douban.com/subject/10527247/
小魔女学园：魔法游行 リトルウィッチアカデミア 魔法仕掛けのパレード,https://movie.douban.com/subject/25702678/
机魂末世录 TEXHNOLYZE,https://movie.douban.com/subject/1878421/
女神异闻录4 Persona 4: The Animation,https://movie.douban.com/subject/19966681/
女神异闻录4 Persona 4: The Animation,https://movie.douban.com/subject/19966681/
妄想学生会2 生徒会役員共*,https://movie.douban.com/subject/25747649/
全职法师 第五季,https://movie.douban.com/subject/35170324/
黑之召唤士 黒の召喚士,https://movie.douban.com/subject/35774069/
读或死 R.O.D -READ OR DIE-,https://movie.douban.com/subject/1760628/
歌舞伎町夏洛克 歌舞伎町シャーロック,https://movie.douban.com/subject/30299332/
龙珠Z剧场版10：两人面临危机! 超战士难以成眠 ドラゴンボールZ 危険なふたり!超戦士はねむれない,https://movie.douban.com/subject/3089305/
镜·双城,https://movie.douban.com/subject/35642666/
银河英雄传说 Die Neue These 策谋 第1章 銀河英雄伝説 Die Neue These 策謀 第1章,https://movie.douban.com/subject/35904142/
地球外少年少女,https://movie.douban.com/subject/30227845/
偶像大师 アイドルマスター,https://movie.douban.com/subject/5915753/
星灵感应 星屑テレパス,https://movie.douban.com/subject/36118501/
壳中少女：燃烧 マルドゥック・スクランブル 燃焼,https://movie.douban.com/subject/6096710/
仙乐飘飘处处闻 トラップ一家物語,https://movie.douban.com/subject/3098563/
怪：四谷怪谈 怪 〜ayakashi〜 四谷怪談,https://movie.douban.com/subject/2342559/
钢铁神兵 ビート・エックス,https://movie.douban.com/subject/1465020/
如果这叫恋爱感觉会很恶心 恋と呼ぶには気持ち悪い,https://movie.douban.com/subject/34961657/
开局一座山,https://movie.douban.com/subject/35791920/
恶魔人 妖鸟死丽濡篇 デビルマン 妖鳥死麗濡編,https://movie.douban.com/subject/3249689/
狗与剪刀的正确用法 犬とハサミは使いよう,https://movie.douban.com/subject/21245876/
六神合体 六神合体ゴッドマーズ,https://movie.douban.com/subject/3014968/
男子高中生的日常 特典 男子高校生の日常 特典映像,https://movie.douban.com/subject/20376763/
